Load,JW_pump,RC_Superheat,RC_Subcool,ORC_Superheat,ORC_Subcool,ORC_Pump,P_chamber,WHRS_cycle_output,CO2_red,EPC,rankValue,Time
62.5,4.15,0.0001,0.0001,0.0001,0.0001,6.6,0.2,383.4348193420451,16.97790062649459,0.3249039368524343,383.4348193420451,4.04960298538208
67.5,4.15,0.0001,0.0001,0.0001,0.0001,6.6,0.2,400.0809517294869,16.497632849912193,0.3113856878014184,400.0809517294869,3.875863790512085
72.5,4.15,0.0001,0.0001,0.0001,0.0001,6.6,0.2,417.54618238444857,16.105641057488018,0.2983609660112469,417.54618238444857,4.49045991897583
77.5,4.15,0.0001,0.0001,0.0001,0.0001,6.6,0.2,441.25115300261484,16.089321356190702,0.2823323666868563,441.25115300261484,3.7440860271453857
82.5,4.15,0.0001,0.0001,0.0001,0.0001,6.6,0.2,457.4337573666362,15.736076899945072,0.2723443128633838,457.4337573666362,4.439738035202026
87.5,4.15,0.0001,0.0001,0.0001,0.0001,6.6,0.2,493.4628616880616,15.823913369324016,0.2524596925174163,493.4628616880616,4.40162992477417
90.06164069232491,4.15,0.0001,0.0001,0.0001,0.0001,6.6,0.2,530.5685843422133,16.413985330211222,0.23480372944618114,530.5685843422133,5.349929094314575
92.5,4.15,0.0001,0.0001,0.0001,0.0001,6.6,0.2,507.0482027333111,15.449139421871926,0.24569554069804417,507.0482027333111,4.753472089767456
102.5,4.15,0.0001,0.0001,0.0001,0.0001,6.6,0.2,510.23291799442546,14.231513814166586,0.24416198551088675,510.23291799442546,4.725136041641235
